model_name,seed,training_status,quantisation_status,training dataset,num_training_samples,num_training_domains,randomised_training_samples,generation_strategy,prompt_type,explanation_type,response_type,response_format,evaluation_dataset,label_accuracy,misclassification_rate,combined_accuracy,malformed_label,malformed_domain,total_predictions,correct_predictions,correct_label_and_domain,Constitutional_Law_accuracy,Contracts_accuracy,Criminal_Law_accuracy,Evidence_accuracy,Real_Property_accuracy,Torts_accuracy,Civil_Procedure_accuracy,Constitutional_Law_confidence,Contracts_confidence,Criminal_Law_confidence,Evidence_confidence,Real_Property_confidence,Torts_confidence,Civil_Procedure_confidence,correct_domain_wrong_label,correct_label_wrong_domain,both_wrong
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.30303030303030304,0.696969696969697,0.2828282828282828,10,11,99,30,28,0.14285714285714285,0.2857142857142857,0.38461538461538464,0.4,0.21428571428571427,0.3076923076923077,0,0.1414141414141414,0.16161616161616163,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.0,60,2,9
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,markdown,test_set_1,0.40404040404040403,0.595959595959596,0.3939393939393939,0,9,99,40,39,0.07142857142857142,0.42857142857142855,0.46153846153846156,0.4,0.5,0.5384615384615384,0,0.1414141414141414,0.1717171717171717,0.1111111111111111,0.1414141414141414,0.1111111111111111,0.1414141414141414,0.0,51,1,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,answer_first,markdown,test_set_1,0.3333333333333333,0.6666666666666667,0.30303030303030304,0,7,99,33,30,0.07142857142857142,0.2857142857142857,0.38461538461538464,0.26666666666666666,0.2857142857142857,0.5384615384615384,0,0.1111111111111111,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.15151515151515152,0.1414141414141414,0.0,62,3,4
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,fact_first,markdown,test_set_1,0.32323232323232326,0.6767676767676767,0.31313131313131315,0,7,99,32,31,0.21428571428571427,0.2857142857142857,0.46153846153846156,0.3333333333333333,0.42857142857142855,0.23076923076923078,0,0.12121212121212122,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.0,61,1,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,markdown,test_set_1,0.3434343434343434,0.6565656565656566,0.3333333333333333,5,9,99,34,33,0.35714285714285715,0.42857142857142855,0.3076923076923077,0.26666666666666666,0.35714285714285715,0.3076923076923077,0,0.1111111111111111,0.15151515151515152,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.0,57,1,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,markdown,test_set_1,0.31313131313131315,0.6868686868686869,0.2727272727272727,0,10,99,31,27,0.21428571428571427,0.2857142857142857,0.38461538461538464,0.2,0.2857142857142857,0.07692307692307693,0,0.1414141414141414,0.1717171717171717,0.12121212121212122,0.15151515151515152,0.13131313131313133,0.1111111111111111,0.0,62,4,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,markdown,test_set_1,0.30303030303030304,0.696969696969697,0.2727272727272727,22,12,99,30,27,0.2857142857142857,0.21428571428571427,0.38461538461538464,0.4,0.2857142857142857,0.15384615384615385,0,0.15151515151515152,0.18181818181818182,0.1111111111111111,0.1414141414141414,0.12121212121212122,0.10101010101010101,0.0,60,3,9
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_1,0.010101010101010102,0.98989898989899,0.010101010101010102,98,8,99,1,1,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0,0.12121212121212122,0.15151515151515152,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.1717171717171717,0.0,90,0,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.0,1.0,0.0,99,12,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13131313131313133,0.1919191919191919,0.12121212121212122,0.1414141414141414,0.08080808080808081,0.16161616161616163,0.0,87,0,12
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_2,0.29,0.71,0.24,14,13,100,29,24,0.2857142857142857,0.26666666666666666,0.35714285714285715,0.13333333333333333,0.13333333333333333,0.35714285714285715,0,0.13,0.19,0.15,0.14,0.09,0.13,0.0,63,5,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.33,0.6699999999999999,0.29,0,10,100,33,29,0.2857142857142857,0.3333333333333333,0.35714285714285715,0.26666666666666666,0.26666666666666666,0.2857142857142857,0,0.11,0.18,0.16,0.14,0.14,0.15,0.0,61,4,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.36,0.64,0.31,9,13,100,36,31,0.2857142857142857,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.4,0.21428571428571427,0,0.12,0.18,0.16,0.11,0.11,0.11,0.0,56,5,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,answer_first,markdown,test_set_1,0.23232323232323232,0.7676767676767677,0.21212121212121213,0,19,99,23,21,0.35714285714285715,0.2857142857142857,0.23076923076923078,0.06666666666666667,0.07142857142857142,0.23076923076923078,0,0.1414141414141414,0.26262626262626265,0.1111111111111111,0.15151515151515152,0.04040404040404041,0.16161616161616163,0.0,59,2,17
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,json,test_set_2,0.28,0.72,0.27,9,9,100,28,27,0.42857142857142855,0.26666666666666666,0.14285714285714285,0.26666666666666666,0.13333333333333333,0.2857142857142857,0,0.16,0.2,0.13,0.14,0.1,0.13,0.0,64,1,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_2,0.27,0.73,0.26,12,6,100,27,26,0.21428571428571427,0.2,0.42857142857142855,0.13333333333333333,0.3333333333333333,0.2857142857142857,0,0.15,0.17,0.13,0.15,0.13,0.13,0.0,68,1,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,fact_first,json,test_set_2,0.3,0.7,0.27,0,9,100,30,27,0.14285714285714285,0.2,0.2857142857142857,0.3333333333333333,0.4,0.21428571428571427,0,0.12,0.17,0.15,0.14,0.14,0.15,0.0,64,3,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,markdown,test_set_1,0.36363636363636365,0.6363636363636364,0.30303030303030304,2,19,99,36,30,0.35714285714285715,0.35714285714285715,0.23076923076923078,0.2,0.14285714285714285,0.5384615384615384,0,0.12121212121212122,0.25252525252525254,0.13131313131313133,0.16161616161616163,0.030303030303030304,0.15151515151515152,0.0,50,6,13
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_2,0.0,1.0,0.0,100,11,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11,0.19,0.17,0.13,0.11,0.14,0.0,89,0,11
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,markdown,test_set_2,0.45,0.55,0.4,0,11,100,45,40,0.35714285714285715,0.3333333333333333,0.7142857142857143,0.26666666666666666,0.2,0.5,0,0.14,0.19,0.14,0.15,0.09,0.13,0.0,49,5,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,answer_first,markdown,test_set_2,0.34,0.6599999999999999,0.34,0,6,100,34,34,0.35714285714285715,0.4666666666666667,0.5,0.4,0.13333333333333333,0.21428571428571427,0,0.14,0.15,0.14,0.14,0.15,0.14,0.0,60,0,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_2,0.0,1.0,0.0,100,11,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12,0.21,0.15,0.14,0.08,0.13,0.0,89,0,11
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,markdown,test_set_2,0.28,0.72,0.27,0,7,100,28,27,0.35714285714285715,0.2,0.2857142857142857,0.13333333333333333,0.4,0.14285714285714285,0,0.14,0.15,0.15,0.14,0.14,0.11,0.0,66,1,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,fact_first,markdown,test_set_2,0.3,0.7,0.27,0,8,100,30,27,0.35714285714285715,0.26666666666666666,0.14285714285714285,0.2,0.3333333333333333,0.2857142857142857,0,0.13,0.14,0.16,0.13,0.16,0.14,0.0,65,3,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,markdown,test_set_2,0.3,0.7,0.28,3,8,100,30,28,0.5,0.26666666666666666,0.5,0.13333333333333333,0.13333333333333333,0.21428571428571427,0,0.14,0.18,0.15,0.14,0.1,0.12,0.0,64,2,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,markdown,test_set_2,0.25,0.75,0.22,27,12,100,25,22,0.14285714285714285,0.4,0.21428571428571427,0.2,0.13333333333333333,0.21428571428571427,0,0.16,0.18,0.13,0.14,0.11,0.11,0.0,66,3,9
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,answer_first,markdown,test_set_2,0.27,0.73,0.23,0,18,100,27,23,0.07142857142857142,0.26666666666666666,0.5,0.13333333333333333,0.13333333333333333,0.21428571428571427,0,0.14,0.23,0.14,0.14,0.03,0.14,0.0,59,4,14
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,markdown,test_set_2,0.31,0.69,0.25,3,20,100,31,25,0.42857142857142855,0.4,0.21428571428571427,0.4,0.13333333333333333,0.07142857142857142,0,0.11,0.22,0.17,0.14,0.03,0.13,0.0,55,6,14
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.3434343434343434,0.6565656565656566,0.32323232323232326,9,6,99,34,32,0.14285714285714285,0.42857142857142855,0.46153846153846156,0.13333333333333333,0.2857142857142857,0.46153846153846156,0,0.12121212121212122,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.0,61,2,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.3434343434343434,0.6565656565656566,0.3434343434343434,1,5,99,34,34,0.35714285714285715,0.2857142857142857,0.38461538461538464,0.2,0.21428571428571427,0.46153846153846156,0,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.0,60,0,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.40404040404040403,0.595959595959596,0.35353535353535354,8,9,99,40,35,0.35714285714285715,0.42857142857142855,0.38461538461538464,0.26666666666666666,0.5,0.3076923076923077,0,0.15151515151515152,0.15151515151515152,0.10101010101010101,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.0,55,5,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_1,0.0,1.0,0.0,99,9,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15151515151515152,0.13131313131313133,0.1111111111111111,0.1414141414141414,0.16161616161616163,0.1414141414141414,0.0,90,0,9
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,json,test_set_1,0.41414141414141414,0.5858585858585859,0.37373737373737376,1,8,99,41,37,0.2857142857142857,0.35714285714285715,0.5384615384615384,0.4,0.35714285714285715,0.46153846153846156,0,0.1111111111111111,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.16161616161616163,0.0,54,4,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.31313131313131315,17,6,99,32,31,0.21428571428571427,0.21428571428571427,0.46153846153846156,0.2,0.35714285714285715,0.3076923076923077,0,0.1414141414141414,0.1414141414141414,0.12121212121212122,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.0,62,1,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.0,1.0,0.0,99,8,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16161616161616163,0.1414141414141414,0.1111111111111111,0.1414141414141414,0.15151515151515152,0.1414141414141414,0.0,91,0,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,json,test_set_1,0.30303030303030304,0.696969696969697,0.2828282828282828,16,10,99,30,28,0.21428571428571427,0.21428571428571427,0.46153846153846156,0.26666666666666666,0.2857142857142857,0.15384615384615385,0,0.1414141414141414,0.1414141414141414,0.1111111111111111,0.13131313131313133,0.1414141414141414,0.1717171717171717,0.0,61,2,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,markdown,test_set_1,0.3333333333333333,0.6666666666666667,0.29292929292929293,0,10,99,33,29,0.21428571428571427,0.2857142857142857,0.38461538461538464,0.2,0.21428571428571427,0.38461538461538464,0,0.15151515151515152,0.16161616161616163,0.1111111111111111,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.0,60,4,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,markdown,test_set_1,0.37373737373737376,0.6262626262626263,0.35353535353535354,0,4,99,37,35,0.2857142857142857,0.35714285714285715,0.38461538461538464,0.26666666666666666,0.42857142857142855,0.46153846153846156,0,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.15151515151515152,0.1414141414141414,0.0,60,2,2
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,markdown,test_set_1,0.37373737373737376,0.6262626262626263,0.3434343434343434,0,12,99,37,34,0.07142857142857142,0.35714285714285715,0.38461538461538464,0.3333333333333333,0.5714285714285714,0.46153846153846156,0,0.1111111111111111,0.1414141414141414,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.1717171717171717,0.0,53,3,9
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,markdown,test_set_1,0.30303030303030304,0.696969696969697,0.26262626262626265,2,8,99,30,26,0.21428571428571427,0.14285714285714285,0.23076923076923078,0.2,0.2857142857142857,0.38461538461538464,0,0.13131313131313133,0.18181818181818182,0.13131313131313133,0.13131313131313133,0.1111111111111111,0.1414141414141414,0.0,65,4,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,answer_first,markdown,test_set_1,0.3333333333333333,0.6666666666666667,0.32323232323232326,0,10,99,33,32,0.35714285714285715,0.35714285714285715,0.15384615384615385,0.26666666666666666,0.35714285714285715,0.38461538461538464,0,0.15151515151515152,0.15151515151515152,0.1111111111111111,0.1414141414141414,0.15151515151515152,0.1414141414141414,0.0,57,1,9
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,markdown,test_set_1,0.36363636363636365,0.6363636363636364,0.32323232323232326,1,11,99,36,32,0.2857142857142857,0.42857142857142855,0.3076923076923077,0.4,0.21428571428571427,0.3076923076923077,0,0.1414141414141414,0.16161616161616163,0.1111111111111111,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.0,56,4,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,markdown,test_set_1,0.3838383838383838,0.6161616161616161,0.35353535353535354,0,7,99,38,35,0.2857142857142857,0.21428571428571427,0.3076923076923077,0.26666666666666666,0.5714285714285714,0.5384615384615384,0,0.1111111111111111,0.15151515151515152,0.12121212121212122,0.16161616161616163,0.1414141414141414,0.1414141414141414,0.0,57,3,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,markdown,test_set_1,0.3838383838383838,0.6161616161616161,0.36363636363636365,1,12,99,38,36,0.21428571428571427,0.42857142857142855,0.46153846153846156,0.13333333333333333,0.5714285714285714,0.46153846153846156,0,0.15151515151515152,0.16161616161616163,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.16161616161616163,0.0,51,2,10
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_2,0.0,1.0,0.0,100,9,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15,0.14,0.13,0.14,0.15,0.14,0.0,91,0,9
