model_name,seed,training_status,quantisation_status,training_dataset,num_training_samples,num_training_domains,randomised_training_samples,generation_strategy,prompt_type,explanation_type,response_type,response_format,evaluation_dataset,label_accuracy,misclassification_rate,combined_accuracy,malformed_label,malformed_domain,total_predictions,correct_predictions,correct_label_and_domain,Constitutional_Law_accuracy,Contracts_accuracy,Criminal_Law_accuracy,Evidence_accuracy,Real_Property_accuracy,Torts_accuracy,Civil_Procedure_accuracy,Constitutional_Law_confidence,Contracts_confidence,Criminal_Law_confidence,Evidence_confidence,Real_Property_confidence,Torts_confidence,Civil_Procedure_confidence,correct_domain_wrong_label,correct_label_wrong_domain,both_wrong
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_1,0.40404040404040403,0.595959595959596,0.40404040404040403,7,3,99,40,40,0.42857142857142855,0.42857142857142855,0.5384615384615384,0.4,0.42857142857142855,0.3076923076923077,0.3125,0.1414141414141414,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.1414141414141414,0.15151515151515152,56,0,3
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.2828282828282828,0.7171717171717171,0.18181818181818182,13,23,99,28,18,0.21428571428571427,0.21428571428571427,0.23076923076923078,0.13333333333333333,0.0,0.15384615384615385,0.3125,0.1111111111111111,0.26262626262626265,0.1414141414141414,0.10101010101010101,0.010101010101010102,0.13131313131313133,0.21212121212121213,58,10,13
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.26,0.74,0.21,14,22,100,26,21,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.13333333333333333,0.0,0.07142857142857142,0.46153846153846156,0.11,0.24,0.19,0.09,0.04,0.12,0.18,57,5,17
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.25252525252525254,0.7474747474747474,0.23232323232323232,21,12,99,25,23,0.21428571428571427,0.14285714285714285,0.46153846153846156,0.13333333333333333,0.21428571428571427,0.23076923076923078,0.25,0.15151515151515152,0.1717171717171717,0.12121212121212122,0.12121212121212122,0.1111111111111111,0.12121212121212122,0.1919191919191919,64,2,10
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.34,0.6599999999999999,0.29,12,13,100,34,29,0.21428571428571427,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.23076923076923078,0.12,0.18,0.16,0.11,0.11,0.11,0.17,58,5,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.3333333333333333,0.6666666666666667,0.31313131313131315,11,6,99,33,31,0.14285714285714285,0.42857142857142855,0.46153846153846156,0.13333333333333333,0.21428571428571427,0.46153846153846156,0.375,0.12121212121212122,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.16161616161616163,62,2,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.31,0.69,0.3,12,5,100,31,30,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.2,0.26666666666666666,0.21428571428571427,0.23076923076923078,0.14,0.16,0.13,0.16,0.14,0.13,0.13,65,1,4
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.37373737373737376,0.6262626262626263,0.3434343434343434,3,8,99,37,34,0.2857142857142857,0.42857142857142855,0.38461538461538464,0.3333333333333333,0.42857142857142855,0.3076923076923077,0.25,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.1717171717171717,57,3,5
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.35,0.65,0.34,12,6,100,35,34,0.5,0.3333333333333333,0.5714285714285714,0.4,0.26666666666666666,0.14285714285714285,0.15384615384615385,0.13,0.15,0.14,0.14,0.16,0.14,0.13,60,1,5
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.36363636363636365,0.6363636363636364,0.3333333333333333,9,4,99,36,33,0.5,0.2857142857142857,0.3076923076923077,0.3333333333333333,0.35714285714285715,0.3076923076923077,0.25,0.1414141414141414,0.15151515151515152,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.16161616161616163,62,3,1
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.44,0.56,0.4,8,7,100,44,40,0.7142857142857143,0.5333333333333333,0.5,0.26666666666666666,0.26666666666666666,0.14285714285714285,0.38461538461538464,0.15,0.16,0.16,0.13,0.14,0.12,0.14,53,4,3
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.3333333333333333,0.6666666666666667,0.32323232323232326,13,5,99,33,32,0.5,0.2857142857142857,0.23076923076923078,0.26666666666666666,0.35714285714285715,0.23076923076923078,0.375,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.16161616161616163,0.13131313131313133,0.15151515151515152,62,1,4
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.26262626262626265,0.7373737373737373,0.23232323232323232,17,24,99,26,23,0.14285714285714285,0.6428571428571429,0.3076923076923077,0.2,0.14285714285714285,0.15384615384615385,0.0625,0.1717171717171717,0.1919191919191919,0.1414141414141414,0.10101010101010101,0.15151515151515152,0.16161616161616163,0.050505050505050504,52,3,21
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.23,0.77,0.18,17,23,100,23,18,0.2857142857142857,0.26666666666666666,0.21428571428571427,0.13333333333333333,0.13333333333333333,0.21428571428571427,0.0,0.13,0.22,0.19,0.09,0.14,0.15,0.05,59,5,18
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.36363636363636365,0.6363636363636364,0.3434343434343434,1,8,99,36,34,0.21428571428571427,0.35714285714285715,0.38461538461538464,0.26666666666666666,0.35714285714285715,0.46153846153846156,0.375,0.1111111111111111,0.15151515151515152,0.1414141414141414,0.1414141414141414,0.1414141414141414,0.16161616161616163,0.15151515151515152,57,2,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.33,0.6699999999999999,0.29,0,10,100,33,29,0.2857142857142857,0.3333333333333333,0.35714285714285715,0.26666666666666666,0.26666666666666666,0.2857142857142857,0.23076923076923078,0.11,0.18,0.16,0.14,0.14,0.15,0.11,61,4,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.3434343434343434,0.6565656565656566,0.3434343434343434,1,5,99,34,34,0.35714285714285715,0.2857142857142857,0.38461538461538464,0.2,0.21428571428571427,0.46153846153846156,0.5,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.16161616161616163,60,0,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.34,0.6599999999999999,0.33,2,6,100,34,33,0.35714285714285715,0.5333333333333333,0.5,0.2,0.26666666666666666,0.14285714285714285,0.3076923076923077,0.15,0.15,0.14,0.13,0.15,0.13,0.15,61,1,5
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.30303030303030304,1,4,99,32,30,0.14285714285714285,0.5,0.3076923076923077,0.06666666666666667,0.42857142857142855,0.3076923076923077,0.375,0.13131313131313133,0.16161616161616163,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.15151515151515152,65,2,2
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.39,0.61,0.39,0,6,100,39,39,0.5,0.3333333333333333,0.5714285714285714,0.26666666666666666,0.2,0.5,0.38461538461538464,0.15,0.16,0.15,0.14,0.14,0.14,0.12,55,0,6
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.41414141414141414,0.5858585858585859,0.37373737373737376,0,7,99,41,37,0.42857142857142855,0.2857142857142857,0.3076923076923077,0.4,0.42857142857142855,0.3076923076923077,0.4375,0.12121212121212122,0.18181818181818182,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.15151515151515152,55,4,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.42,0.5800000000000001,0.39,1,6,100,42,39,0.2857142857142857,0.4,0.5,0.3333333333333333,0.4,0.5714285714285714,0.23076923076923078,0.12,0.16,0.16,0.14,0.15,0.14,0.12,55,3,3
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.48484848484848486,0.5151515151515151,0.46464646464646464,0,6,99,48,46,0.5714285714285714,0.35714285714285715,0.38461538461538464,0.5333333333333333,0.5714285714285714,0.38461538461538464,0.4375,0.15151515151515152,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.1414141414141414,0.15151515151515152,47,2,4
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.1717171717171717,0.8282828282828283,0.1414141414141414,31,19,99,17,14,0.0,0.21428571428571427,0.07692307692307693,0.2,0.21428571428571427,0.07692307692307693,0.1875,0.04040404040404041,0.16161616161616163,0.12121212121212122,0.15151515151515152,0.1717171717171717,0.1111111111111111,0.16161616161616163,66,3,16
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_2,0.21,0.79,0.16,26,17,100,21,16,0.07142857142857142,0.26666666666666666,0.21428571428571427,0.13333333333333333,0.2,0.07142857142857142,0.15384615384615385,0.07,0.21,0.13,0.15,0.14,0.13,0.11,67,5,12
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.3333333333333333,0.6666666666666667,0.32323232323232326,14,11,99,33,32,0.14285714285714285,0.42857142857142855,0.3076923076923077,0.13333333333333333,0.42857142857142855,0.38461538461538464,0.4375,0.12121212121212122,0.1717171717171717,0.12121212121212122,0.13131313131313133,0.1111111111111111,0.16161616161616163,0.16161616161616163,56,1,10
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_2,0.27,0.73,0.22,19,13,100,27,22,0.2857142857142857,0.26666666666666666,0.35714285714285715,0.13333333333333333,0.13333333333333333,0.21428571428571427,0.15384615384615385,0.13,0.19,0.15,0.14,0.09,0.13,0.13,65,5,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.37373737373737376,0.6262626262626263,0.32323232323232326,17,9,99,37,32,0.35714285714285715,0.35714285714285715,0.38461538461538464,0.26666666666666666,0.42857142857142855,0.3076923076923077,0.1875,0.15151515151515152,0.15151515151515152,0.10101010101010101,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.1717171717171717,58,5,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_2,0.28,0.72,0.24,19,11,100,28,24,0.35714285714285715,0.3333333333333333,0.2857142857142857,0.13333333333333333,0.2,0.14285714285714285,0.23076923076923078,0.16,0.17,0.09,0.18,0.13,0.12,0.14,65,4,7
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.2222222222222222,0.7777777777777778,0.2222222222222222,20,9,99,22,22,0.21428571428571427,0.2857142857142857,0.23076923076923078,0.2,0.2857142857142857,0.23076923076923078,0.125,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.16161616161616163,0.12121212121212122,0.1717171717171717,68,0,9
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_2,0.33,0.6699999999999999,0.33,17,4,100,33,33,0.21428571428571427,0.3333333333333333,0.35714285714285715,0.26666666666666666,0.3333333333333333,0.35714285714285715,0.46153846153846156,0.14,0.17,0.15,0.14,0.15,0.11,0.14,63,0,4
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.29292929292929293,0.7070707070707071,0.25252525252525254,29,7,99,29,25,0.35714285714285715,0.14285714285714285,0.3076923076923077,0.26666666666666666,0.21428571428571427,0.3076923076923077,0.1875,0.13131313131313133,0.16161616161616163,0.1414141414141414,0.12121212121212122,0.13131313131313133,0.16161616161616163,0.15151515151515152,67,4,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_2,0.34,0.6599999999999999,0.32,23,8,100,34,32,0.5,0.4,0.42857142857142855,0.2,0.2,0.2857142857142857,0.23076923076923078,0.13,0.15,0.18,0.12,0.15,0.14,0.12,60,2,6
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.31313131313131315,7,6,99,32,31,0.35714285714285715,0.42857142857142855,0.23076923076923078,0.26666666666666666,0.2857142857142857,0.23076923076923078,0.375,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.1717171717171717,0.13131313131313133,0.16161616161616163,62,1,5
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.18181818181818182,0.8181818181818181,0.09090909090909091,40,45,99,18,9,0.0,0.0,0.38461538461538464,0.06666666666666667,0.0,0.15384615384615385,0.0625,0.12121212121212122,0.0,0.1717171717171717,0.0707070707070707,0.04040404040404041,0.15151515151515152,0.06060606060606061,45,9,36
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_2,0.24,0.76,0.11,35,52,100,24,11,0.07142857142857142,0.0,0.2857142857142857,0.13333333333333333,0.13333333333333333,0.14285714285714285,0.0,0.09,0.0,0.21,0.08,0.04,0.1,0.05,37,13,39
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.2828282828282828,15,12,99,32,28,0.14285714285714285,0.5,0.46153846153846156,0.06666666666666667,0.42857142857142855,0.3076923076923077,0.125,0.13131313131313133,0.1919191919191919,0.12121212121212122,0.1414141414141414,0.08080808080808081,0.16161616161616163,0.16161616161616163,59,4,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_2,0.22,0.78,0.15,17,11,100,22,15,0.21428571428571427,0.2,0.2857142857142857,0.13333333333333333,0.0,0.14285714285714285,0.07692307692307693,0.12,0.21,0.15,0.14,0.08,0.13,0.13,74,7,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.36363636363636365,0.6363636363636364,0.35353535353535354,7,8,99,36,35,0.21428571428571427,0.42857142857142855,0.6153846153846154,0.13333333333333333,0.5,0.38461538461538464,0.25,0.16161616161616163,0.1414141414141414,0.1111111111111111,0.1414141414141414,0.15151515151515152,0.1414141414141414,0.15151515151515152,56,1,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_2,0.22,0.78,0.2,11,9,100,22,20,0.2857142857142857,0.13333333333333333,0.21428571428571427,0.26666666666666666,0.3333333333333333,0.07142857142857142,0.07692307692307693,0.13,0.16,0.14,0.13,0.16,0.14,0.12,71,2,7
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.36363636363636365,0.6363636363636364,0.36363636363636365,2,7,99,36,36,0.07142857142857142,0.5,0.5384615384615384,0.26666666666666666,0.42857142857142855,0.38461538461538464,0.375,0.13131313131313133,0.1717171717171717,0.13131313131313133,0.1414141414141414,0.10101010101010101,0.15151515151515152,0.1717171717171717,56,0,7
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_2,0.26,0.74,0.19,9,11,100,26,19,0.07142857142857142,0.3333333333333333,0.35714285714285715,0.06666666666666667,0.2,0.14285714285714285,0.15384615384615385,0.14,0.21,0.17,0.12,0.08,0.13,0.13,70,7,4
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.36363636363636365,0.6363636363636364,0.36363636363636365,4,5,99,36,36,0.21428571428571427,0.42857142857142855,0.38461538461538464,0.26666666666666666,0.5714285714285714,0.38461538461538464,0.3125,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.12121212121212122,0.15151515151515152,0.16161616161616163,58,0,5
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_2,0.28,0.72,0.26,0,4,100,28,26,0.2857142857142857,0.3333333333333333,0.35714285714285715,0.2,0.3333333333333333,0.14285714285714285,0.15384615384615385,0.13,0.16,0.16,0.14,0.14,0.13,0.13,70,2,2
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.3333333333333333,0.6666666666666667,0.32323232323232326,1,5,99,33,32,0.14285714285714285,0.2857142857142857,0.5384615384615384,0.2,0.2857142857142857,0.38461538461538464,0.4375,0.1414141414141414,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.1414141414141414,0.15151515151515152,62,1,4
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.18181818181818182,0.8181818181818181,0.1414141414141414,30,22,99,18,14,0.14285714285714285,0.2857142857142857,0.15384615384615385,0.06666666666666667,0.07142857142857142,0.0,0.25,0.10101010101010101,0.26262626262626265,0.12121212121212122,0.13131313131313133,0.010101010101010102,0.1414141414141414,0.1717171717171717,63,4,18
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_2,0.2,0.8,0.15,32,23,100,20,15,0.14285714285714285,0.26666666666666666,0.07142857142857142,0.2,0.06666666666666667,0.14285714285714285,0.15384615384615385,0.08,0.23,0.17,0.13,0.03,0.12,0.13,62,5,18
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.30303030303030304,0.696969696969697,0.2828282828282828,10,11,99,30,28,0.14285714285714285,0.2857142857142857,0.38461538461538464,0.4,0.21428571428571427,0.3076923076923077,0.25,0.1414141414141414,0.16161616161616163,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.16161616161616163,60,2,9
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_2,0.27,0.73,0.26,12,6,100,27,26,0.21428571428571427,0.2,0.42857142857142855,0.13333333333333333,0.3333333333333333,0.2857142857142857,0.23076923076923078,0.15,0.17,0.13,0.15,0.13,0.13,0.13,68,1,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.31313131313131315,17,6,99,32,31,0.21428571428571427,0.21428571428571427,0.46153846153846156,0.2,0.35714285714285715,0.3076923076923077,0.4375,0.1414141414141414,0.1414141414141414,0.12121212121212122,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.16161616161616163,62,1,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_2,0.27,0.73,0.25,21,4,100,27,25,0.35714285714285715,0.26666666666666666,0.42857142857142855,0.26666666666666666,0.0,0.35714285714285715,0.07692307692307693,0.14,0.16,0.14,0.15,0.14,0.13,0.13,71,2,2
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.30303030303030304,0.696969696969697,0.29292929292929293,16,8,99,30,29,0.14285714285714285,0.42857142857142855,0.6153846153846154,0.26666666666666666,0.14285714285714285,0.15384615384615385,0.3125,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.18181818181818182,62,1,7
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_2,0.32,0.6799999999999999,0.27,14,7,100,32,27,0.42857142857142855,0.4,0.2857142857142857,0.3333333333333333,0.2,0.14285714285714285,0.07692307692307693,0.14,0.15,0.15,0.13,0.14,0.12,0.15,66,5,2
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.26262626262626265,0.7373737373737373,0.25252525252525254,15,3,99,26,25,0.2857142857142857,0.42857142857142855,0.38461538461538464,0.26666666666666666,0.07142857142857142,0.23076923076923078,0.125,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.15151515151515152,0.16161616161616163,71,1,2
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_2,0.26,0.74,0.25,11,5,100,26,25,0.21428571428571427,0.26666666666666666,0.21428571428571427,0.26666666666666666,0.4,0.14285714285714285,0.23076923076923078,0.14,0.15,0.16,0.14,0.16,0.13,0.12,70,1,4
